"filename", "language", "Markdown", "JSON", "Python", "JavaScript", "HTML", "XML", "Properties", "PostCSS", "comment", "blank", "total"
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709134825.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 16, 3, 37
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709155729.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 16, 6, 40
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709155732.py", "Python", 0, 0, 28, 0, 0, 0, 0, 0, 17, 5, 50
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709160733.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 16, 6, 40
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709184807.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 16, 6, 41
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709184809.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 16, 6, 41
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709184811.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 16, 6, 41
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709184813.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 16, 6, 41
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709184814.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 16, 6, 41
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709184816.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 16, 6, 41
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\backend\urls_20250709184820.py", "Python", 0, 0, 19, 0, 0, 0, 0, 0, 16, 6, 41
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\frontend\frontendchoose_20250708191338.html", "HTML", 0, 0, 0, 0, 229, 0, 0, 0, 1, 26, 256
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\frontend\frontendchoose_20250708191519.html", "HTML", 0, 0, 0, 0, 148, 0, 0, 0, 0, 22, 170
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250708191518.html", "HTML", 0, 0, 0, 0, 148, 0, 0, 0, 0, 22, 170
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144837.html", "HTML", 0, 0, 0, 0, 149, 0, 0, 0, 0, 22, 171
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144841.html", "HTML", 0, 0, 0, 0, 149, 0, 0, 0, 0, 22, 171
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144842.html", "HTML", 0, 0, 0, 0, 149, 0, 0, 0, 0, 22, 171
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144844.html", "HTML", 0, 0, 0, 0, 149, 0, 0, 0, 0, 22, 171
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144846.html", "HTML", 0, 0, 0, 0, 149, 0, 0, 0, 0, 22, 171
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144854.html", "HTML", 0, 0, 0, 0, 149, 0, 0, 0, 0, 23, 172
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144857.html", "HTML", 0, 0, 0, 0, 150, 0, 0, 0, 0, 23, 173
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144900.html", "HTML", 0, 0, 0, 0, 150, 0, 0, 0, 0, 23, 173
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144906.html", "HTML", 0, 0, 0, 0, 150, 0, 0, 0, 0, 23, 173
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144908.html", "HTML", 0, 0, 0, 0, 150, 0, 0, 0, 0, 23, 173
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144910.html", "HTML", 0, 0, 0, 0, 150, 0, 0, 0, 0, 23, 173
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144912.html", "HTML", 0, 0, 0, 0, 150, 0, 0, 0, 0, 23, 173
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144916.html", "HTML", 0, 0, 0, 0, 150, 0, 0, 0, 0, 24, 174
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144917.html", "HTML", 0, 0, 0, 0, 152, 0, 0, 0, 0, 24, 176
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144923.html", "HTML", 0, 0, 0, 0, 152, 0, 0, 0, 0, 24, 176
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144925.html", "HTML", 0, 0, 0, 0, 153, 0, 0, 0, 0, 23, 176
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144926.html", "HTML", 0, 0, 0, 0, 153, 0, 0, 0, 0, 23, 176
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144928.html", "HTML", 0, 0, 0, 0, 153, 0, 0, 0, 0, 23, 176
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144930.html", "HTML", 0, 0, 0, 0, 153, 0, 0, 0, 0, 23, 176
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\frontendchoose_20250710144932.html", "HTML", 0, 0, 0, 0, 153, 0, 0, 0, 0, 23, 176
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game0_20250709100723.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game0_20250709100726.html", "HTML", 0, 0, 0, 0, 102, 0, 0, 0, 0, 15, 117
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game0_20250709100736.html", "HTML", 0, 0, 0, 0, 102, 0, 0, 0, 0, 15, 117
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game0_20250709100738.html", "HTML", 0, 0, 0, 0, 102, 0, 0, 0, 0, 15, 117
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game0_20250709100740.html", "HTML", 0, 0, 0, 0, 102, 0, 0, 0, 0, 15, 117
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250708191338.html", "HTML", 0, 0, 0, 0, 159, 0, 0, 0, 0, 27, 186
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250708191947.html", "HTML", 0, 0, 0, 0, 85, 0, 0, 0, 0, 12, 97
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250708192841.html", "HTML", 0, 0, 0, 0, 85, 0, 0, 0, 0, 12, 97
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250708193043.html", "HTML", 0, 0, 0, 0, 117, 0, 0, 0, 1, 17, 135
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250708193249.html", "HTML", 0, 0, 0, 0, 117, 0, 0, 0, 1, 17, 135
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250708211103.html", "HTML", 0, 0, 0, 0, 158, 0, 0, 0, 1, 23, 182
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250708211108.html", "HTML", 0, 0, 0, 0, 157, 0, 0, 0, 2, 23, 182
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250708211111.html", "HTML", 0, 0, 0, 0, 158, 0, 0, 0, 1, 23, 182
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102240.html", "HTML", 0, 0, 0, 0, 159, 0, 0, 0, 1, 23, 183
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102533.html", "HTML", 0, 0, 0, 0, 159, 0, 0, 0, 1, 24, 184
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102534.html", "HTML", 0, 0, 0, 0, 160, 0, 0, 0, 1, 23, 184
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102548.html", "HTML", 0, 0, 0, 0, 159, 0, 0, 0, 1, 23, 183
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102615.html", "HTML", 0, 0, 0, 0, 159, 0, 0, 0, 1, 24, 184
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102621.html", "HTML", 0, 0, 0, 0, 160, 0, 0, 0, 1, 23, 184
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102624.html", "HTML", 0, 0, 0, 0, 159, 0, 0, 0, 1, 24, 184
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102642.html", "HTML", 0, 0, 0, 0, 159, 0, 0, 0, 1, 24, 184
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102645.html", "HTML", 0, 0, 0, 0, 174, 0, 0, 0, 1, 26, 201
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102711.html", "HTML", 0, 0, 0, 0, 166, 0, 0, 0, 1, 26, 193
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102741.html", "HTML", 0, 0, 0, 0, 166, 0, 0, 0, 1, 26, 193
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102755.html", "HTML", 0, 0, 0, 0, 166, 0, 0, 0, 1, 26, 193
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102821.html", "HTML", 0, 0, 0, 0, 166, 0, 0, 0, 1, 27, 194
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102823.html", "HTML", 0, 0, 0, 0, 167, 0, 0, 0, 1, 26, 194
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102824.html", "HTML", 0, 0, 0, 0, 167, 0, 0, 0, 1, 26, 194
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102831.html", "HTML", 0, 0, 0, 0, 167, 0, 0, 0, 1, 26, 194
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102842.html", "HTML", 0, 0, 0, 0, 166, 0, 0, 0, 1, 26, 193
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709102847.html", "HTML", 0, 0, 0, 0, 166, 0, 0, 0, 1, 26, 193
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709103645.html", "HTML", 0, 0, 0, 0, 165, 0, 0, 0, 1, 27, 193
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709103648.html", "HTML", 0, 0, 0, 0, 165, 0, 0, 0, 1, 27, 193
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709103849.html", "HTML", 0, 0, 0, 0, 165, 0, 0, 0, 1, 28, 194
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709103851.html", "HTML", 0, 0, 0, 0, 271, 0, 0, 0, 1, 44, 316
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709103911.html", "HTML", 0, 0, 0, 0, 306, 0, 0, 0, 1, 50, 357
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709103927.html", "HTML", 0, 0, 0, 0, 240, 0, 0, 0, 77, 40, 357
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709103941.html", "HTML", 0, 0, 0, 0, 306, 0, 0, 0, 1, 50, 357
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709104000.html", "HTML", 0, 0, 0, 0, 141, 0, 0, 0, 0, 25, 166
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709104015.html", "HTML", 0, 0, 0, 0, 141, 0, 0, 0, 0, 25, 166
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709160544.html", "HTML", 0, 0, 0, 0, 128, 0, 0, 0, 0, 11, 139
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709161116.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709161118.html", "HTML", 0, 0, 0, 0, 141, 0, 0, 0, 0, 25, 166
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709162210.html", "HTML", 0, 0, 0, 0, 116, 0, 0, 0, 0, 12, 128
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709162335.html", "HTML", 0, 0, 0, 0, 116, 0, 0, 0, 0, 12, 128
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709162344.html", "HTML", 0, 0, 0, 0, 116, 0, 0, 0, 0, 12, 128
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709170630.html", "HTML", 0, 0, 0, 0, 115, 0, 0, 0, 0, 13, 128
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709170635.html", "HTML", 0, 0, 0, 0, 116, 0, 0, 0, 0, 12, 128
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709170714.html", "HTML", 0, 0, 0, 0, 115, 0, 0, 0, 0, 13, 128
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709170717.html", "HTML", 0, 0, 0, 0, 114, 0, 0, 0, 0, 14, 128
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709180905.html", "HTML", 0, 0, 0, 0, 155, 0, 0, 0, 0, 10, 165
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709181159.html", "HTML", 0, 0, 0, 0, 155, 0, 0, 0, 0, 10, 165
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709181309.html", "HTML", 0, 0, 0, 0, 155, 0, 0, 0, 0, 10, 165
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709181311.html", "HTML", 0, 0, 0, 0, 155, 0, 0, 0, 0, 11, 166
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709181359.html", "HTML", 0, 0, 0, 0, 155, 0, 0, 0, 0, 12, 167
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250709181400.html", "HTML", 0, 0, 0, 0, 156, 0, 0, 0, 0, 11, 167
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250710090051.html", "HTML", 0, 0, 0, 0, 156, 0, 0, 0, 0, 11, 167
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250710145326.html", "HTML", 0, 0, 0, 0, 161, 0, 0, 0, 0, 10, 171
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game1_20250710145448.html", "HTML", 0, 0, 0, 0, 162, 0, 0, 0, 0, 10, 172
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250708195236.html", "HTML", 0, 0, 0, 0, 180, 0, 0, 0, 0, 17, 197
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709142853.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709142858.html", "HTML", 0, 0, 0, 0, 176, 0, 0, 0, 0, 28, 204
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709142939.html", "HTML", 0, 0, 0, 0, 231, 0, 0, 0, 0, 41, 272
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709162748.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709162750.html", "HTML", 0, 0, 0, 0, 192, 0, 0, 0, 0, 20, 212
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709163314.html", "HTML", 0, 0, 0, 0, 191, 0, 0, 0, 0, 21, 212
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709163317.html", "HTML", 0, 0, 0, 0, 190, 0, 0, 0, 0, 21, 211
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709163731.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709163732.html", "HTML", 0, 0, 0, 0, 151, 0, 0, 0, 0, 26, 177
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709181445.html", "HTML", 0, 0, 0, 0, 151, 0, 0, 0, 0, 27, 178
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709181446.html", "HTML", 0, 0, 0, 0, 178, 0, 0, 0, 0, 26, 204
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709181618.html", "HTML", 0, 0, 0, 0, 179, 0, 0, 0, 0, 25, 204
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709181724.html", "HTML", 0, 0, 0, 0, 179, 0, 0, 0, 0, 26, 205
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250709181727.html", "HTML", 0, 0, 0, 0, 209, 0, 0, 0, 0, 27, 236
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250710090201.html", "HTML", 0, 0, 0, 0, 209, 0, 0, 0, 0, 27, 236
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250710090224.html", "HTML", 0, 0, 0, 0, 209, 0, 0, 0, 0, 27, 236
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250710090706.html", "HTML", 0, 0, 0, 0, 209, 0, 0, 0, 0, 27, 236
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250710091052.html", "HTML", 0, 0, 0, 0, 209, 0, 0, 0, 0, 27, 236
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250710145312.html", "HTML", 0, 0, 0, 0, 214, 0, 0, 0, 0, 27, 241
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game2_20250710145438.html", "HTML", 0, 0, 0, 0, 215, 0, 0, 0, 0, 27, 242
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250709143229.html", "HTML", 0, 0, 0, 0, 399, 0, 0, 0, 0, 50, 449
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250709143811.html", "HTML", 0, 0, 0, 0, 214, 0, 0, 0, 0, 27, 241
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250709164031.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250709164032.html", "HTML", 0, 0, 0, 0, 163, 0, 0, 0, 0, 15, 178
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250709181457.html", "HTML", 0, 0, 0, 0, 190, 0, 0, 0, 0, 15, 205
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250709181626.html", "HTML", 0, 0, 0, 0, 191, 0, 0, 0, 0, 14, 205
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250709181743.html", "HTML", 0, 0, 0, 0, 202, 0, 0, 0, 0, 16, 218
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250709182032.html", "HTML", 0, 0, 0, 0, 202, 0, 0, 0, 0, 16, 218
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250710090324.html", "HTML", 0, 0, 0, 0, 202, 0, 0, 0, 0, 16, 218
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250710090330.html", "HTML", 0, 0, 0, 0, 202, 0, 0, 0, 0, 16, 218
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250710090658.html", "HTML", 0, 0, 0, 0, 202, 0, 0, 0, 0, 16, 218
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250710091036.html", "HTML", 0, 0, 0, 0, 202, 0, 0, 0, 0, 16, 218
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250710145255.html", "HTML", 0, 0, 0, 0, 207, 0, 0, 0, 0, 15, 222
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250710145258.html", "HTML", 0, 0, 0, 0, 207, 0, 0, 0, 0, 15, 222
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game3_20250710145428.html", "HTML", 0, 0, 0, 0, 208, 0, 0, 0, 0, 15, 223
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250708195236.html", "HTML", 0, 0, 0, 0, 159, 0, 0, 0, 0, 27, 186
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709144535.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709144536.html", "HTML", 0, 0, 0, 0, 159, 0, 0, 0, 0, 26, 185
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145112.html", "HTML", 0, 0, 0, 0, 159, 0, 0, 0, 0, 27, 186
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145307.html", "HTML", 0, 0, 0, 0, 213, 0, 0, 0, 0, 40, 253
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145445.html", "HTML", 0, 0, 0, 0, 223, 0, 0, 0, 0, 40, 263
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145550.html", "HTML", 0, 0, 0, 0, 223, 0, 0, 0, 0, 40, 263
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145608.html", "HTML", 0, 0, 0, 0, 31, 0, 0, 0, 0, 5, 36
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145620.html", "HTML", 0, 0, 0, 0, 223, 0, 0, 0, 0, 40, 263
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145658.html", "HTML", 0, 0, 0, 0, 226, 0, 0, 0, 0, 40, 266
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145705.html", "HTML", 0, 0, 0, 0, 223, 0, 0, 0, 0, 40, 263
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145832.html", "HTML", 0, 0, 0, 0, 31, 0, 0, 0, 0, 5, 36
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145837.html", "HTML", 0, 0, 0, 0, 223, 0, 0, 0, 0, 40, 263
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145848.html", "HTML", 0, 0, 0, 0, 31, 0, 0, 0, 0, 5, 36
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145855.html", "HTML", 0, 0, 0, 0, 223, 0, 0, 0, 0, 40, 263
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145900.html", "HTML", 0, 0, 0, 0, 226, 0, 0, 0, 0, 40, 266
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709145902.html", "HTML", 0, 0, 0, 0, 223, 0, 0, 0, 0, 40, 263
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709150115.html", "HTML", 0, 0, 0, 0, 213, 0, 0, 0, 0, 40, 253
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709164417.html", "HTML", 0, 0, 0, 0, 177, 0, 0, 0, 0, 22, 199
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709164439.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709164441.html", "HTML", 0, 0, 0, 0, 214, 0, 0, 0, 0, 40, 254
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709164704.html", "HTML", 0, 0, 0, 0, 214, 0, 0, 0, 0, 41, 255
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709164713.html", "HTML", 0, 0, 0, 0, 221, 0, 0, 0, 0, 40, 261
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709165644.html", "HTML", 0, 0, 0, 0, 177, 0, 0, 0, 0, 22, 199
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709165646.html", "HTML", 0, 0, 0, 0, 177, 0, 0, 0, 0, 22, 199
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709165647.html", "HTML", 0, 0, 0, 0, 177, 0, 0, 0, 0, 22, 199
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709181509.html", "HTML", 0, 0, 0, 0, 204, 0, 0, 0, 0, 22, 226
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709181632.html", "HTML", 0, 0, 0, 0, 205, 0, 0, 0, 0, 21, 226
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250709181800.html", "HTML", 0, 0, 0, 0, 215, 0, 0, 0, 0, 22, 237
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250710145243.html", "HTML", 0, 0, 0, 0, 215, 0, 0, 0, 0, 22, 237
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250710145244.html", "HTML", 0, 0, 0, 0, 220, 0, 0, 0, 0, 21, 241
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250710145248.html", "HTML", 0, 0, 0, 0, 220, 0, 0, 0, 0, 21, 241
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game4_20250710145418.html", "HTML", 0, 0, 0, 0, 221, 0, 0, 0, 0, 21, 242
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250708203350.html", "HTML", 0, 0, 0, 0, 122, 0, 0, 0, 0, 14, 136
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250709150724.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250709150725.html", "HTML", 0, 0, 0, 0, 222, 0, 0, 0, 0, 37, 259
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250709150739.html", "HTML", 0, 0, 0, 0, 222, 0, 0, 0, 0, 37, 259
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250709150741.html", "HTML", 0, 0, 0, 0, 222, 0, 0, 0, 0, 37, 259
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250709150743.html", "HTML", 0, 0, 0, 0, 222, 0, 0, 0, 0, 37, 259
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250709150856.html", "HTML", 0, 0, 0, 0, 222, 0, 0, 0, 0, 37, 259
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250709150903.html", "HTML", 0, 0, 0, 0, 222, 0, 0, 0, 0, 37, 259
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250709150904.html", "HTML", 0, 0, 0, 0, 222, 0, 0, 0, 0, 37, 259
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250709150912.html", "HTML", 0, 0, 0, 0, 222, 0, 0, 0, 0, 37, 259
"d:\working\project\CognitiveSpark\CognitiveSpark\.history\static\game5_20250709151414.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
